"W1"	"W2"	"W3"
"15741"	0.76	0.88	-0.64
"15742"	0.76	0.89	-0.65
"15743"	0.76	0.9	-0.66
"15744"	0.76	0.91	-0.67
"15745"	0.76	0.92	-0.68
"15746"	0.76	0.93	-0.69
"15747"	0.76	0.94	-0.7
"15748"	0.76	0.95	-0.71
"15749"	0.76	0.96	-0.72
"15750"	0.76	0.97	-0.73
"15751"	0.76	0.98	-0.74
"15752"	0.76	0.99	-0.75
"15753"	0.76	1	-0.76
"15754"	0.77	-0.77	1
"15755"	0.77	-0.76	0.99
"15756"	0.77	-0.75	0.98
"15757"	0.77	-0.74	0.97
"15758"	0.77	-0.73	0.96
"15759"	0.77	-0.72	0.95
"15760"	0.77	-0.71	0.94
"15761"	0.77	-0.7	0.93
"15762"	0.77	-0.69	0.92
"15763"	0.77	-0.68	0.91
"15764"	0.77	-0.67	0.9
"15765"	0.77	-0.66	0.89
"15766"	0.77	-0.65	0.88
"15767"	0.77	-0.64	0.87
"15768"	0.77	-0.63	0.86
"15769"	0.77	-0.62	0.85
"15770"	0.77	-0.61	0.84
"15771"	0.77	-0.6	0.83
"15772"	0.77	-0.59	0.82
"15773"	0.77	-0.58	0.81
"15774"	0.77	-0.57	0.8
"15775"	0.77	-0.56	0.79
"15776"	0.77	-0.55	0.78
"15777"	0.77	-0.54	0.77
"15778"	0.77	-0.53	0.76
"15779"	0.77	-0.52	0.75
"15780"	0.77	-0.51	0.74
"15781"	0.77	-0.5	0.73
"15782"	0.77	-0.49	0.72
"15783"	0.77	-0.48	0.71
"15784"	0.77	-0.47	0.7
"15785"	0.77	-0.46	0.69
"15786"	0.77	-0.45	0.68
"15787"	0.77	-0.44	0.67
"15788"	0.77	-0.43	0.66
"15789"	0.77	-0.42	0.65
"15790"	0.77	-0.41	0.64
"15791"	0.77	-0.4	0.63
"15792"	0.77	-0.39	0.62
"15793"	0.77	-0.38	0.61
"15794"	0.77	-0.37	0.6
"15795"	0.77	-0.36	0.59
"15796"	0.77	-0.35	0.58
"15797"	0.77	-0.34	0.57
"15798"	0.77	-0.33	0.56
"15799"	0.77	-0.32	0.55
"15800"	0.77	-0.31	0.54
"15801"	0.77	-0.3	0.53
"15802"	0.77	-0.29	0.52
"15803"	0.77	-0.28	0.51
"15804"	0.77	-0.27	0.5
"15805"	0.77	-0.26	0.49
"15806"	0.77	-0.25	0.48
"15807"	0.77	-0.24	0.47
"15808"	0.77	-0.23	0.46
"15809"	0.77	-0.22	0.45
"15810"	0.77	-0.21	0.44
"15811"	0.77	-0.2	0.43
"15812"	0.77	-0.19	0.42
"15813"	0.77	-0.18	0.41
"15814"	0.77	-0.17	0.4
"15815"	0.77	-0.16	0.39
"15816"	0.77	-0.15	0.38
"15817"	0.77	-0.14	0.37
"15818"	0.77	-0.13	0.36
"15819"	0.77	-0.12	0.35
"15820"	0.77	-0.11	0.34
"15821"	0.77	-0.1	0.33
"15822"	0.77	-0.09	0.32
"15823"	0.77	-0.08	0.31
"15824"	0.77	-0.07	0.3
"15825"	0.77	-0.06	0.29
"15826"	0.77	-0.05	0.28
"15827"	0.77	-0.04	0.27
"15828"	0.77	-0.03	0.26
"15829"	0.77	-0.02	0.25
"15830"	0.77	-0.01	0.24
"15831"	0.77	0	0.23
"15832"	0.77	0.01	0.22
"15833"	0.77	0.02	0.21
"15834"	0.77	0.03	0.2
"15835"	0.77	0.04	0.19
"15836"	0.77	0.05	0.18
"15837"	0.77	0.06	0.17
"15838"	0.77	0.07	0.16
"15839"	0.77	0.08	0.15
"15840"	0.77	0.09	0.14
"15841"	0.77	0.1	0.13
"15842"	0.77	0.11	0.12
"15843"	0.77	0.12	0.11
"15844"	0.77	0.13	0.1
"15845"	0.77	0.14	0.09
"15846"	0.77	0.15	0.08
"15847"	0.77	0.16	0.07
"15848"	0.77	0.17	0.06
"15849"	0.77	0.18	0.05
"15850"	0.77	0.19	0.04
"15851"	0.77	0.2	0.03
"15852"	0.77	0.21	0.02
"15853"	0.77	0.22	0.01
"15854"	0.77	0.23	0
"15855"	0.77	0.24	-0.01
"15856"	0.77	0.25	-0.02
"15857"	0.77	0.26	-0.03
"15858"	0.77	0.27	-0.04
"15859"	0.77	0.28	-0.05
"15860"	0.77	0.29	-0.06
"15861"	0.77	0.3	-0.07
"15862"	0.77	0.31	-0.08
"15863"	0.77	0.32	-0.09
"15864"	0.77	0.33	-0.1
"15865"	0.77	0.34	-0.11
"15866"	0.77	0.35	-0.12
"15867"	0.77	0.36	-0.13
"15868"	0.77	0.37	-0.14
"15869"	0.77	0.38	-0.15
"15870"	0.77	0.39	-0.16
"15871"	0.77	0.4	-0.17
"15872"	0.77	0.41	-0.18
"15873"	0.77	0.42	-0.19
"15874"	0.77	0.43	-0.2
"15875"	0.77	0.44	-0.21
"15876"	0.77	0.45	-0.22
"15877"	0.77	0.46	-0.23
"15878"	0.77	0.47	-0.24
"15879"	0.77	0.48	-0.25
"15880"	0.77	0.49	-0.26
"15881"	0.77	0.5	-0.27
"15882"	0.77	0.51	-0.28
"15883"	0.77	0.52	-0.29
"15884"	0.77	0.53	-0.3
"15885"	0.77	0.54	-0.31
"15886"	0.77	0.55	-0.32
"15887"	0.77	0.56	-0.33
"15888"	0.77	0.57	-0.34
"15889"	0.77	0.58	-0.35
"15890"	0.77	0.59	-0.36
"15891"	0.77	0.6	-0.37
"15892"	0.77	0.61	-0.38
"15893"	0.77	0.62	-0.39
"15894"	0.77	0.63	-0.4
"15895"	0.77	0.64	-0.41
"15896"	0.77	0.65	-0.42
"15897"	0.77	0.66	-0.43
"15898"	0.77	0.67	-0.44
"15899"	0.77	0.68	-0.45
"15900"	0.77	0.69	-0.46
"15901"	0.77	0.7	-0.47
"15902"	0.77	0.71	-0.48
"15903"	0.77	0.72	-0.49
"15904"	0.77	0.73	-0.5
"15905"	0.77	0.74	-0.51
"15906"	0.77	0.75	-0.52
"15907"	0.77	0.76	-0.53
"15908"	0.77	0.77	-0.54
"15909"	0.77	0.78	-0.55
"15910"	0.77	0.79	-0.56
"15911"	0.77	0.8	-0.57
"15912"	0.77	0.81	-0.58
"15913"	0.77	0.82	-0.59
"15914"	0.77	0.83	-0.6
"15915"	0.77	0.84	-0.61
"15916"	0.77	0.85	-0.62
"15917"	0.77	0.86	-0.63
"15918"	0.77	0.87	-0.64
"15919"	0.77	0.88	-0.65
"15920"	0.77	0.89	-0.66
"15921"	0.77	0.9	-0.67
"15922"	0.77	0.91	-0.68
"15923"	0.77	0.92	-0.69
"15924"	0.77	0.93	-0.7
"15925"	0.77	0.94	-0.71
"15926"	0.77	0.95	-0.72
"15927"	0.77	0.96	-0.73
"15928"	0.77	0.97	-0.74
"15929"	0.77	0.98	-0.75
"15930"	0.77	0.99	-0.76
"15931"	0.77	1	-0.77
"15932"	0.78	-0.78	1
"15933"	0.78	-0.77	0.99
"15934"	0.78	-0.76	0.98
"15935"	0.78	-0.75	0.97
"15936"	0.78	-0.74	0.96
"15937"	0.78	-0.73	0.95
"15938"	0.78	-0.72	0.94
"15939"	0.78	-0.71	0.93
"15940"	0.78	-0.7	0.92
"15941"	0.78	-0.69	0.91
"15942"	0.78	-0.68	0.9
"15943"	0.78	-0.67	0.89
"15944"	0.78	-0.66	0.88
"15945"	0.78	-0.65	0.87
"15946"	0.78	-0.64	0.86
"15947"	0.78	-0.63	0.85
"15948"	0.78	-0.62	0.84
"15949"	0.78	-0.61	0.83
"15950"	0.78	-0.6	0.82
"15951"	0.78	-0.59	0.81
"15952"	0.78	-0.58	0.8
"15953"	0.78	-0.57	0.79
"15954"	0.78	-0.56	0.78
"15955"	0.78	-0.55	0.77
"15956"	0.78	-0.54	0.76
"15957"	0.78	-0.53	0.75
"15958"	0.78	-0.52	0.74
"15959"	0.78	-0.51	0.73
"15960"	0.78	-0.5	0.72
"15961"	0.78	-0.49	0.71
"15962"	0.78	-0.48	0.7
"15963"	0.78	-0.47	0.69
"15964"	0.78	-0.46	0.68
"15965"	0.78	-0.45	0.67
"15966"	0.78	-0.44	0.66
"15967"	0.78	-0.43	0.65
"15968"	0.78	-0.42	0.64
"15969"	0.78	-0.41	0.63
"15970"	0.78	-0.4	0.62
"15971"	0.78	-0.39	0.61
"15972"	0.78	-0.38	0.6
"15973"	0.78	-0.37	0.59
"15974"	0.78	-0.36	0.58
"15975"	0.78	-0.35	0.57
"15976"	0.78	-0.34	0.56
"15977"	0.78	-0.33	0.55
"15978"	0.78	-0.32	0.54
"15979"	0.78	-0.31	0.53
"15980"	0.78	-0.3	0.52
"15981"	0.78	-0.29	0.51
"15982"	0.78	-0.28	0.5
"15983"	0.78	-0.27	0.49
"15984"	0.78	-0.26	0.48
"15985"	0.78	-0.25	0.47
"15986"	0.78	-0.24	0.46
"15987"	0.78	-0.23	0.45
"15988"	0.78	-0.22	0.44
"15989"	0.78	-0.21	0.43
"15990"	0.78	-0.2	0.42
"15991"	0.78	-0.19	0.41
"15992"	0.78	-0.18	0.4
"15993"	0.78	-0.17	0.39
"15994"	0.78	-0.16	0.38
"15995"	0.78	-0.15	0.37
"15996"	0.78	-0.14	0.36
"15997"	0.78	-0.13	0.35
"15998"	0.78	-0.12	0.34
"15999"	0.78	-0.11	0.33
"16000"	0.78	-0.1	0.32
"16001"	0.78	-0.09	0.31
"16002"	0.78	-0.08	0.3
"16003"	0.78	-0.07	0.29
"16004"	0.78	-0.06	0.28
"16005"	0.78	-0.05	0.27
"16006"	0.78	-0.04	0.26
"16007"	0.78	-0.03	0.25
"16008"	0.78	-0.02	0.24
"16009"	0.78	-0.01	0.23
"16010"	0.78	0	0.22
"16011"	0.78	0.01	0.21
"16012"	0.78	0.02	0.2
"16013"	0.78	0.03	0.19
"16014"	0.78	0.04	0.18
"16015"	0.78	0.05	0.17
"16016"	0.78	0.06	0.16
"16017"	0.78	0.07	0.15
"16018"	0.78	0.08	0.14
"16019"	0.78	0.09	0.13
"16020"	0.78	0.1	0.12
"16021"	0.78	0.11	0.11
"16022"	0.78	0.12	0.1
"16023"	0.78	0.13	0.09
"16024"	0.78	0.14	0.08
"16025"	0.78	0.15	0.07
"16026"	0.78	0.16	0.06
"16027"	0.78	0.17	0.05
"16028"	0.78	0.18	0.04
"16029"	0.78	0.19	0.03
"16030"	0.78	0.2	0.02
"16031"	0.78	0.21	0.01
"16032"	0.78	0.22	0
"16033"	0.78	0.23	-0.01
"16034"	0.78	0.24	-0.02
"16035"	0.78	0.25	-0.03
"16036"	0.78	0.26	-0.04
"16037"	0.78	0.27	-0.05
"16038"	0.78	0.28	-0.06
"16039"	0.78	0.29	-0.07
"16040"	0.78	0.3	-0.08
"16041"	0.78	0.31	-0.09
"16042"	0.78	0.32	-0.1
"16043"	0.78	0.33	-0.11
"16044"	0.78	0.34	-0.12
"16045"	0.78	0.35	-0.13
"16046"	0.78	0.36	-0.14
"16047"	0.78	0.37	-0.15
"16048"	0.78	0.38	-0.16
"16049"	0.78	0.39	-0.17
"16050"	0.78	0.4	-0.18
"16051"	0.78	0.41	-0.19
"16052"	0.78	0.42	-0.2
"16053"	0.78	0.43	-0.21
"16054"	0.78	0.44	-0.22
"16055"	0.78	0.45	-0.23
"16056"	0.78	0.46	-0.24
"16057"	0.78	0.47	-0.25
"16058"	0.78	0.48	-0.26
"16059"	0.78	0.49	-0.27
"16060"	0.78	0.5	-0.28
"16061"	0.78	0.51	-0.29
"16062"	0.78	0.52	-0.3
"16063"	0.78	0.53	-0.31
"16064"	0.78	0.54	-0.32
"16065"	0.78	0.55	-0.33
"16066"	0.78	0.56	-0.34
"16067"	0.78	0.57	-0.35
"16068"	0.78	0.58	-0.36
"16069"	0.78	0.59	-0.37
"16070"	0.78	0.6	-0.38
"16071"	0.78	0.61	-0.39
"16072"	0.78	0.62	-0.4
"16073"	0.78	0.63	-0.41
"16074"	0.78	0.64	-0.42
"16075"	0.78	0.65	-0.43
"16076"	0.78	0.66	-0.44
"16077"	0.78	0.67	-0.45
"16078"	0.78	0.68	-0.46
"16079"	0.78	0.69	-0.47
"16080"	0.78	0.7	-0.48
"16081"	0.78	0.71	-0.49
"16082"	0.78	0.72	-0.5
"16083"	0.78	0.73	-0.51
"16084"	0.78	0.74	-0.52
"16085"	0.78	0.75	-0.53
"16086"	0.78	0.76	-0.54
"16087"	0.78	0.77	-0.55
"16088"	0.78	0.78	-0.56
"16089"	0.78	0.79	-0.57
"16090"	0.78	0.8	-0.58
"16091"	0.78	0.81	-0.59
"16092"	0.78	0.82	-0.6
"16093"	0.78	0.83	-0.61
"16094"	0.78	0.84	-0.62
"16095"	0.78	0.85	-0.63
"16096"	0.78	0.86	-0.64
"16097"	0.78	0.87	-0.65
"16098"	0.78	0.88	-0.66
"16099"	0.78	0.89	-0.67
"16100"	0.78	0.9	-0.68
"16101"	0.78	0.91	-0.69
"16102"	0.78	0.92	-0.7
"16103"	0.78	0.93	-0.71
"16104"	0.78	0.94	-0.72
"16105"	0.78	0.95	-0.73
"16106"	0.78	0.96	-0.74
"16107"	0.78	0.97	-0.75
"16108"	0.78	0.98	-0.76
"16109"	0.78	0.99	-0.77
"16110"	0.78	1	-0.78
"16111"	0.79	-0.79	1
"16112"	0.79	-0.78	0.99
"16113"	0.79	-0.77	0.98
"16114"	0.79	-0.76	0.97
"16115"	0.79	-0.75	0.96
"16116"	0.79	-0.74	0.95
"16117"	0.79	-0.73	0.94
"16118"	0.79	-0.72	0.93
"16119"	0.79	-0.71	0.92
"16120"	0.79	-0.7	0.91
"16121"	0.79	-0.69	0.9
"16122"	0.79	-0.68	0.89
"16123"	0.79	-0.67	0.88
"16124"	0.79	-0.66	0.87
"16125"	0.79	-0.65	0.86
"16126"	0.79	-0.64	0.85
"16127"	0.79	-0.63	0.84
"16128"	0.79	-0.62	0.83
"16129"	0.79	-0.61	0.82
"16130"	0.79	-0.6	0.81
"16131"	0.79	-0.59	0.8
"16132"	0.79	-0.58	0.79
"16133"	0.79	-0.57	0.78
"16134"	0.79	-0.56	0.77
"16135"	0.79	-0.55	0.76
"16136"	0.79	-0.54	0.75
"16137"	0.79	-0.53	0.74
"16138"	0.79	-0.52	0.73
"16139"	0.79	-0.51	0.72
"16140"	0.79	-0.5	0.71
"16141"	0.79	-0.49	0.7
"16142"	0.79	-0.48	0.69
"16143"	0.79	-0.47	0.68
"16144"	0.79	-0.46	0.67
"16145"	0.79	-0.45	0.66
"16146"	0.79	-0.44	0.65
"16147"	0.79	-0.43	0.64
"16148"	0.79	-0.42	0.63
"16149"	0.79	-0.41	0.62
"16150"	0.79	-0.4	0.61
"16151"	0.79	-0.39	0.6
"16152"	0.79	-0.38	0.59
"16153"	0.79	-0.37	0.58
"16154"	0.79	-0.36	0.57
"16155"	0.79	-0.35	0.56
"16156"	0.79	-0.34	0.55
"16157"	0.79	-0.33	0.54
"16158"	0.79	-0.32	0.53
"16159"	0.79	-0.31	0.52
"16160"	0.79	-0.3	0.51
"16161"	0.79	-0.29	0.5
"16162"	0.79	-0.28	0.49
"16163"	0.79	-0.27	0.48
"16164"	0.79	-0.26	0.47
"16165"	0.79	-0.25	0.46
"16166"	0.79	-0.24	0.45
"16167"	0.79	-0.23	0.44
"16168"	0.79	-0.22	0.43
"16169"	0.79	-0.21	0.42
"16170"	0.79	-0.2	0.41
"16171"	0.79	-0.19	0.4
"16172"	0.79	-0.18	0.39
"16173"	0.79	-0.17	0.38
"16174"	0.79	-0.16	0.37
"16175"	0.79	-0.15	0.36
"16176"	0.79	-0.14	0.35
"16177"	0.79	-0.13	0.34
"16178"	0.79	-0.12	0.33
"16179"	0.79	-0.11	0.32
"16180"	0.79	-0.1	0.31
"16181"	0.79	-0.09	0.3
"16182"	0.79	-0.08	0.29
"16183"	0.79	-0.07	0.28
"16184"	0.79	-0.06	0.27
"16185"	0.79	-0.05	0.26
"16186"	0.79	-0.04	0.25
"16187"	0.79	-0.03	0.24
"16188"	0.79	-0.02	0.23
"16189"	0.79	-0.01	0.22
"16190"	0.79	0	0.21
"16191"	0.79	0.01	0.2
"16192"	0.79	0.02	0.19
"16193"	0.79	0.03	0.18
"16194"	0.79	0.04	0.17
"16195"	0.79	0.05	0.16
"16196"	0.79	0.06	0.15
"16197"	0.79	0.07	0.14
"16198"	0.79	0.08	0.13
"16199"	0.79	0.09	0.12
"16200"	0.79	0.1	0.11
"16201"	0.79	0.11	0.1
"16202"	0.79	0.12	0.09
"16203"	0.79	0.13	0.08
"16204"	0.79	0.14	0.07
"16205"	0.79	0.15	0.06
"16206"	0.79	0.16	0.05
"16207"	0.79	0.17	0.04
"16208"	0.79	0.18	0.03
"16209"	0.79	0.19	0.02
"16210"	0.79	0.2	0.01
"16211"	0.79	0.21	0
"16212"	0.79	0.22	-0.01
"16213"	0.79	0.23	-0.02
"16214"	0.79	0.24	-0.03
"16215"	0.79	0.25	-0.04
"16216"	0.79	0.26	-0.05
"16217"	0.79	0.27	-0.06
"16218"	0.79	0.28	-0.07
"16219"	0.79	0.29	-0.08
"16220"	0.79	0.3	-0.09
"16221"	0.79	0.31	-0.1
"16222"	0.79	0.32	-0.11
"16223"	0.79	0.33	-0.12
"16224"	0.79	0.34	-0.13
"16225"	0.79	0.35	-0.14
"16226"	0.79	0.36	-0.15
"16227"	0.79	0.37	-0.16
"16228"	0.79	0.38	-0.17
"16229"	0.79	0.39	-0.18
"16230"	0.79	0.4	-0.19
"16231"	0.79	0.41	-0.2
"16232"	0.79	0.42	-0.21
"16233"	0.79	0.43	-0.22
"16234"	0.79	0.44	-0.23
"16235"	0.79	0.45	-0.24
"16236"	0.79	0.46	-0.25
"16237"	0.79	0.47	-0.26
"16238"	0.79	0.48	-0.27
"16239"	0.79	0.49	-0.28
"16240"	0.79	0.5	-0.29
"16241"	0.79	0.51	-0.3
"16242"	0.79	0.52	-0.31
"16243"	0.79	0.53	-0.32
"16244"	0.79	0.54	-0.33
"16245"	0.79	0.55	-0.34
"16246"	0.79	0.56	-0.35
"16247"	0.79	0.57	-0.36
"16248"	0.79	0.58	-0.37
"16249"	0.79	0.59	-0.38
"16250"	0.79	0.6	-0.39
"16251"	0.79	0.61	-0.4
"16252"	0.79	0.62	-0.41
"16253"	0.79	0.63	-0.42
"16254"	0.79	0.64	-0.43
"16255"	0.79	0.65	-0.44
"16256"	0.79	0.66	-0.45
"16257"	0.79	0.67	-0.46
"16258"	0.79	0.68	-0.47
"16259"	0.79	0.69	-0.48
"16260"	0.79	0.7	-0.49
"16261"	0.79	0.71	-0.5
"16262"	0.79	0.72	-0.51
"16263"	0.79	0.73	-0.52
"16264"	0.79	0.74	-0.53
"16265"	0.79	0.75	-0.54
"16266"	0.79	0.76	-0.55
"16267"	0.79	0.77	-0.56
"16268"	0.79	0.78	-0.57
"16269"	0.79	0.79	-0.58
"16270"	0.79	0.8	-0.59
"16271"	0.79	0.81	-0.6
"16272"	0.79	0.82	-0.61
"16273"	0.79	0.83	-0.62
"16274"	0.79	0.84	-0.63
"16275"	0.79	0.85	-0.64
"16276"	0.79	0.86	-0.65
"16277"	0.79	0.87	-0.66
"16278"	0.79	0.88	-0.67
"16279"	0.79	0.89	-0.68
"16280"	0.79	0.9	-0.69
"16281"	0.79	0.91	-0.7
"16282"	0.79	0.92	-0.71
"16283"	0.79	0.93	-0.72
"16284"	0.79	0.94	-0.73
"16285"	0.79	0.95	-0.74
"16286"	0.79	0.96	-0.75
"16287"	0.79	0.97	-0.76
"16288"	0.79	0.98	-0.77
"16289"	0.79	0.99	-0.78
"16290"	0.79	1	-0.79
"16291"	0.8	-0.8	1
"16292"	0.8	-0.79	0.99
"16293"	0.8	-0.78	0.98
"16294"	0.8	-0.77	0.97
"16295"	0.8	-0.76	0.96
"16296"	0.8	-0.75	0.95
"16297"	0.8	-0.74	0.94
"16298"	0.8	-0.73	0.93
"16299"	0.8	-0.72	0.92
"16300"	0.8	-0.71	0.91
"16301"	0.8	-0.7	0.9
"16302"	0.8	-0.69	0.89
"16303"	0.8	-0.68	0.88
"16304"	0.8	-0.67	0.87
"16305"	0.8	-0.66	0.86
"16306"	0.8	-0.65	0.85
"16307"	0.8	-0.64	0.84
"16308"	0.8	-0.63	0.83
"16309"	0.8	-0.62	0.82
"16310"	0.8	-0.61	0.81
"16311"	0.8	-0.6	0.8
"16312"	0.8	-0.59	0.79
"16313"	0.8	-0.58	0.78
"16314"	0.8	-0.57	0.77
"16315"	0.8	-0.56	0.76
"16316"	0.8	-0.55	0.75
"16317"	0.8	-0.54	0.74
"16318"	0.8	-0.53	0.73
"16319"	0.8	-0.52	0.72
"16320"	0.8	-0.51	0.71
"16321"	0.8	-0.5	0.7
"16322"	0.8	-0.49	0.69
"16323"	0.8	-0.48	0.68
"16324"	0.8	-0.47	0.67
"16325"	0.8	-0.46	0.66
"16326"	0.8	-0.45	0.65
"16327"	0.8	-0.44	0.64
"16328"	0.8	-0.43	0.63
"16329"	0.8	-0.42	0.62
"16330"	0.8	-0.41	0.61
"16331"	0.8	-0.4	0.6
"16332"	0.8	-0.39	0.59
"16333"	0.8	-0.38	0.58
"16334"	0.8	-0.37	0.57
"16335"	0.8	-0.36	0.56
"16336"	0.8	-0.35	0.55
"16337"	0.8	-0.34	0.54
"16338"	0.8	-0.33	0.53
"16339"	0.8	-0.32	0.52
"16340"	0.8	-0.31	0.51
"16341"	0.8	-0.3	0.5
"16342"	0.8	-0.29	0.49
"16343"	0.8	-0.28	0.48
"16344"	0.8	-0.27	0.47
"16345"	0.8	-0.26	0.46
"16346"	0.8	-0.25	0.45
"16347"	0.8	-0.24	0.44
"16348"	0.8	-0.23	0.43
"16349"	0.8	-0.22	0.42
"16350"	0.8	-0.21	0.41
"16351"	0.8	-0.2	0.4
"16352"	0.8	-0.19	0.39
"16353"	0.8	-0.18	0.38
"16354"	0.8	-0.17	0.37
"16355"	0.8	-0.16	0.36
"16356"	0.8	-0.15	0.35
"16357"	0.8	-0.14	0.34
"16358"	0.8	-0.13	0.33
"16359"	0.8	-0.12	0.32
"16360"	0.8	-0.11	0.31
"16361"	0.8	-0.1	0.3
"16362"	0.8	-0.09	0.29
"16363"	0.8	-0.08	0.28
"16364"	0.8	-0.07	0.27
"16365"	0.8	-0.06	0.26
"16366"	0.8	-0.05	0.25
"16367"	0.8	-0.04	0.24
"16368"	0.8	-0.03	0.23
"16369"	0.8	-0.02	0.22
"16370"	0.8	-0.01	0.21
"16371"	0.8	0	0.2
"16372"	0.8	0.01	0.19
"16373"	0.8	0.02	0.18
"16374"	0.8	0.03	0.17
"16375"	0.8	0.04	0.16
"16376"	0.8	0.05	0.15
"16377"	0.8	0.06	0.14
"16378"	0.8	0.07	0.13
"16379"	0.8	0.08	0.12
"16380"	0.8	0.09	0.11
"16381"	0.8	0.1	0.1
"16382"	0.8	0.11	0.09
"16383"	0.8	0.12	0.08
"16384"	0.8	0.13	0.07
"16385"	0.8	0.14	0.06
"16386"	0.8	0.15	0.05
"16387"	0.8	0.16	0.04
"16388"	0.8	0.17	0.03
"16389"	0.8	0.18	0.02
"16390"	0.8	0.19	0.01
"16391"	0.8	0.2	0
"16392"	0.8	0.21	-0.01
"16393"	0.8	0.22	-0.02
"16394"	0.8	0.23	-0.03
"16395"	0.8	0.24	-0.04
"16396"	0.8	0.25	-0.05
"16397"	0.8	0.26	-0.06
"16398"	0.8	0.27	-0.07
"16399"	0.8	0.28	-0.08
"16400"	0.8	0.29	-0.09
"16401"	0.8	0.3	-0.1
"16402"	0.8	0.31	-0.11
"16403"	0.8	0.32	-0.12
"16404"	0.8	0.33	-0.13
"16405"	0.8	0.34	-0.14
"16406"	0.8	0.35	-0.15
"16407"	0.8	0.36	-0.16
"16408"	0.8	0.37	-0.17
"16409"	0.8	0.38	-0.18
"16410"	0.8	0.39	-0.19
"16411"	0.8	0.4	-0.2
"16412"	0.8	0.41	-0.21
"16413"	0.8	0.42	-0.22
"16414"	0.8	0.43	-0.23
"16415"	0.8	0.44	-0.24
"16416"	0.8	0.45	-0.25
"16417"	0.8	0.46	-0.26
"16418"	0.8	0.47	-0.27
"16419"	0.8	0.48	-0.28
"16420"	0.8	0.49	-0.29
"16421"	0.8	0.5	-0.3
"16422"	0.8	0.51	-0.31
"16423"	0.8	0.52	-0.32
"16424"	0.8	0.53	-0.33
"16425"	0.8	0.54	-0.34
"16426"	0.8	0.55	-0.35
"16427"	0.8	0.56	-0.36
"16428"	0.8	0.57	-0.37
"16429"	0.8	0.58	-0.38
"16430"	0.8	0.59	-0.39
"16431"	0.8	0.6	-0.4
"16432"	0.8	0.61	-0.41
"16433"	0.8	0.62	-0.42
"16434"	0.8	0.63	-0.43
"16435"	0.8	0.64	-0.44
"16436"	0.8	0.65	-0.45
"16437"	0.8	0.66	-0.46
"16438"	0.8	0.67	-0.47
"16439"	0.8	0.68	-0.48
"16440"	0.8	0.69	-0.49
"16441"	0.8	0.7	-0.5
"16442"	0.8	0.71	-0.51
"16443"	0.8	0.72	-0.52
"16444"	0.8	0.73	-0.53
"16445"	0.8	0.74	-0.54
"16446"	0.8	0.75	-0.55
"16447"	0.8	0.76	-0.56
"16448"	0.8	0.77	-0.57
"16449"	0.8	0.78	-0.58
"16450"	0.8	0.79	-0.59
"16451"	0.8	0.8	-0.6
"16452"	0.8	0.81	-0.61
"16453"	0.8	0.82	-0.62
"16454"	0.8	0.83	-0.63
"16455"	0.8	0.84	-0.64
"16456"	0.8	0.85	-0.65
"16457"	0.8	0.86	-0.66
"16458"	0.8	0.87	-0.67
"16459"	0.8	0.88	-0.68
"16460"	0.8	0.89	-0.69
"16461"	0.8	0.9	-0.7
"16462"	0.8	0.91	-0.71
"16463"	0.8	0.92	-0.72
"16464"	0.8	0.93	-0.73
"16465"	0.8	0.94	-0.74
"16466"	0.8	0.95	-0.75
"16467"	0.8	0.96	-0.76
"16468"	0.8	0.97	-0.77
"16469"	0.8	0.98	-0.78
"16470"	0.8	0.99	-0.79
"16471"	0.8	1	-0.8
"16472"	0.81	-0.81	1
"16473"	0.81	-0.8	0.99
"16474"	0.81	-0.79	0.98
"16475"	0.81	-0.78	0.97
"16476"	0.81	-0.77	0.96
"16477"	0.81	-0.76	0.95
"16478"	0.81	-0.75	0.94
"16479"	0.81	-0.74	0.93
"16480"	0.81	-0.73	0.92
"16481"	0.81	-0.72	0.91
"16482"	0.81	-0.71	0.9
"16483"	0.81	-0.7	0.89
"16484"	0.81	-0.69	0.88
"16485"	0.81	-0.68	0.87
"16486"	0.81	-0.67	0.86
"16487"	0.81	-0.66	0.85
"16488"	0.81	-0.65	0.84
"16489"	0.81	-0.64	0.83
"16490"	0.81	-0.63	0.82
"16491"	0.81	-0.62	0.81
"16492"	0.81	-0.61	0.8
"16493"	0.81	-0.6	0.79
"16494"	0.81	-0.59	0.78
"16495"	0.81	-0.58	0.77
"16496"	0.81	-0.57	0.76
"16497"	0.81	-0.56	0.75
"16498"	0.81	-0.55	0.74
"16499"	0.81	-0.54	0.73
"16500"	0.81	-0.53	0.72
"16501"	0.81	-0.52	0.71
"16502"	0.81	-0.51	0.7
"16503"	0.81	-0.5	0.69
"16504"	0.81	-0.49	0.68
"16505"	0.81	-0.48	0.67
"16506"	0.81	-0.47	0.66
"16507"	0.81	-0.46	0.65
"16508"	0.81	-0.45	0.64
"16509"	0.81	-0.44	0.63
"16510"	0.81	-0.43	0.62
"16511"	0.81	-0.42	0.61
"16512"	0.81	-0.41	0.6
"16513"	0.81	-0.4	0.59
"16514"	0.81	-0.39	0.58
"16515"	0.81	-0.38	0.57
"16516"	0.81	-0.37	0.56
"16517"	0.81	-0.36	0.55
"16518"	0.81	-0.35	0.54
"16519"	0.81	-0.34	0.53
"16520"	0.81	-0.33	0.52
"16521"	0.81	-0.32	0.51
"16522"	0.81	-0.31	0.5
"16523"	0.81	-0.3	0.49
